"ZCTA","Post Office Name","State","HCP: Health Center Count ( Combined ) 2019","HCP: Dominant Health Center 2019","Pop: Total (#) 2015-2019","Pop: Low-Income (#) 2015-2019","HCP: Total Patients (#) 2019","HCP: Penetration of Low-Income (%)","HCP: Penetration of Total Population (%)","HCP: Penetration of Uninsured Population (%)","HCP: Penetration of Medicaid/ Public Ins. (%)","HCP: Penetration of Medicare/ Private Ins. (%)","HCP: 1-yr Change in Patients (%) 2018, 2019","HCP: 2-yr Change in Patients (%) 2017, 2019","HCP: 2-yr Change in Patients (#) 2017, 2019","HCP: 1-yr Change in Uninsured (%) 2018, 2019","HCP: 2-yr Change in Uninsured (%) 2017, 2019","HCP: 1-yr Change in Medicaid/ Public Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicaid/ Public Ins. (%) 2017, 2019","HCP: 1-yr Change in Medicare/ Private Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicare/ Private Ins. (%) 2017, 2019","HCP: Low-Income Not Served by Health Centers (#)","HCP: Uninsured Not Served by Health Centers (#)","HCP: Medicaid/ Public Ins. Not Served by Health Centers (#)","HCP: Medicare/ Private Ins. Not Served by Health Centers (#)","HCP: Total Population Not Served by Health Centers (#)","HCP: Uninsured (%) 2019","HCP: Uninsured (#) 2019","HCP: Medicaid/ Public Ins (%) 2019","HCP: Medicaid/ Public Ins (#) 2019","HCP: Medicare/ Private Ins. (%) 2019","HCP: Medicare/ Private Ins. (#) 2019","Pop: Poverty (%) 2015-2019","Pop: Low-Income (%) 2015-2019","Pop: Racial/ Ethnic Minority (%) 2015-2019","Pop: Hispanic/Latino (%) 2015-2019","Pop: Black (%) 2015-2019","Pop: Asian (%) 2015-2019","Pop: American Indian/Alaska Native (%) 2015-2019","Pop: Native Hawaiian (%) 2015-2019","Pop: Other Pacific Islander (%) 2015-2019","Pop: White (%) 2015-2019","Pop: More than One Race (%) 2015-2019","Pop: Uninsured, Est. (%) 2019","Pop: Uninsured, Est. (#) 2019","Pop: 1-yr Change in Uninsured, Est. (%) 2018, 2019","Pop: 2-yr Change in Uninsured, Est. (%) 2017, 2019","Pop: Medicaid/ Public Ins., Est. (%) 2019","Pop: Medicaid/ Public Ins., Est. (#) 2019","Pop: 1-yr Change in Medicaid/ Public Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicaid/ Public Ins., Est. (%) 2017, 2019","Pop: Medicare/ Private Ins., Est. (%) 2019","Pop: Medicare/ Private Ins., Est. (#) 2019","Pop: 1-yr Change in Medicare/ Private Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicare/ Private Ins., Est. (%) 2017, 2019","Pop: 1-yr Change in Total Population (%) 2018, 2019","Pop: 2-yr Change in Total Population (%) 2017, 2019","Pop: Under 18 (%) 2015-2019","Pop: School-Aged Children (%) 2015-2019","Pop: 18-64 (%) 2015-2019","Pop: 65 and older (%) 2015-2019","Pop: Not Employed (%) 2015-2019","Pop: Households with Limited English Proficiency (%) 2015-2019","Pop: Less Than High School Education (%) 2015-2019","Pop: Veterans (%) 2015-2019","Pop: Disability (%) 2015-2019","Pop: Low Birth Weight Rate, Est. 2017","Pop: Age-Adjusted Mortality Rate (per 100,000), Est. 2013-2016","Pop: Adults Ever Told Have Diabetes, Est. (%) 2017","Pop: Adults Ever Told Have High Blood Pressure, Est. (%) 2017","Pop: Adults Who Are Obese, Est. (%) 2017","Pop: Adults with No Dental Visit in Past Year, Est. (%) 2017","Pop: Adults Who Have Delayed/ Not Sought Care Due to Cost, Est. (%) 2017","Pop: Adults with No Usual Source of Care, Est. (%) 2017","Pop: Adults Who Are Binge Drinkers, Est. (%) 2017","Pop: Adults Who Smoke, Est. (%) 2017","Pop: Uninsured Population below 138% FPL (%) 2015-2019","Pop: Uninsured Population below 200% FPL (%) 2015-2019","Pop: Uninsured Population at 138%-400% FPL (%) 2015-2019","HCP: Dominant Health Center Serving ZCTA (Share of Patients) 2019","HCP: #2 Health Center Serving ZCTA 2019","HCP: #2 Health Center (Share of Patients) 2019","HCP: #3 Health Center Serving ZCTA 2019","HCP: #3 Health Center (Share of Patients) 2019","HCP: #4 Health Center Serving ZCTA 2019","HCP: #4 Health Center Serving ZCTA (Share of Patients) 2019","HCP: #5 Health Center Serving ZCTA 2019","HCP: #5 Health Center (Share of Patients) 2019"
"35112","Margaret","AL","0","null","281","50","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","50","64","107","643","281","0","0","0","0","0","0","0","0.17793594","0.8683274","0","0.8683274","0","0","0","0","0.1316726","0","0.0786240786","64","-0.2","0.1228070175","0.1314496314","107","0.2298850575","0.1888888889","0.7899262899","643","0.0288","0.0206349206","0.0035714286","-0.175953079","0.167","0.125","0.833","0","0.384615","0","0.07265","0","0","0.08629266917705536","0.008636240844726563","0.14","0.43400001525878906","0.3139999961853027","0.25","0.13800000190734862","0.18","0.12300000190734864","0.175","null","null","null","0","null","0","null","0","null","0","null","0"
"35114","Maylene","AL","3","CAHABA MEDICAL CARE FOUNDATION","8310","1475","65","0.0440677966","0.0078219013","0.0700525394","0.0178784267","0.0015346839","0.3829787234","0.7105263158","27","0.3333333333","0.1764705882","0","4","4","9","1410","531","824","6506","8245","0.6153846154","40","0.2307692308","15","0.1538461538","10","0.06242439","0.17844181","0.26101083","0.08351384","0.12418773","0.00854392","0.007581","0","0","0.76257521","0.024","0.0720413828","571","0.0142095915","0.1629327902","0.1058541509","839","0.2616541353","-0.015258216","0.8221044663","6516","-0.045414591","-0.02294197","-0.036410019","-0.019931596","0.246","0.197","0.649","0.1044524669","0.329502","0.0177733065","0.077417","0.057","0.123","0.06340444087982178","0.005943095703125","0.16399999618530273","0.44299999237060544","0.37099998474121093","0.14699999809265138","0.13399999618530273","0.14600000381469727","0.12800000190734864","0.14899999618530274","0.547","0.649","0.196","0.4153846154","CHRIST HEALTH CENTER, INC.","0.3846153846","ALABAMA REGIONAL MEDICAL SERVICES","0.2","null","0","null","0"
"35115","Montevallo","AL","4","CAHABA MEDICAL CARE FOUNDATION","14988","6411","429","0.0669162377","0.0286228983","0.1778656126","0.0687534936","0.0083894355","0.0860759494","0.3928571429","121","0.1083743842","0.461038961","0.0081967213","0.2424242424","0.1571428571","0.4727272727","5982","1040","1666","9574","14559","0.5244755245","225","0.2867132867","123","0.1888111888","81","0.21477688","0.46898317","0.29930611","0.11262343","0.15152122","0.00480384","0.005404","0","0","0.73398719","0.032","0.0995357621","1265","-0.206896552","-0.06779661","0.140766386","1789","0.0680597015","-0.147689376","0.7596978519","9655","-0.04453241","0.024403183","-0.00774578","-0.010823654","0.185","0.137","0.676","0.139111289","0.456961","0.0375526653","0.150415","0.092","0.208","0.06855299323797226","0.00654198486328125","0.14699999809265138","0.40299999237060546","0.345","0.15300000190734864","0.15100000381469728","0.23799999237060546","0.16200000762939454","0.20100000381469726","0.461","0.606","0.471","0.4568764569","CHRIST HEALTH CENTER, INC.","0.2237762238","HEALTH SERVICES, INC.","0.2004662005","ALABAMA REGIONAL MEDICAL SERVICES","0.1188811189","null","0"
"35116","Morris","AL","1","CHRIST HEALTH CENTER, INC.","4332","1127","66","0.0585625555","0.0152354571","0.0982142857","0.0370879121","0.0018987342","0.32","2.1428571429","45","1.75","2.6666666667","-0.129032258","1.4545454545","-0.142857143","5","1061","303","701","3154","4266","0.5","33","0.4090909091","27","0.0909090909","6","0.07788595","0.26124247","0.05170822","0.01615882","0.01361958","0.01015697","0.005309","0","0","0.95337027","0.009","0.0795454545","336","0.2679245283","0.1830985915","0.1723484848","728","0.2052980132","0.0817236256","0.7481060606","3160","-0.024691358","-0.050195371","-0.009149131","0.0119131044","0.226","0.177","0.611","0.1629732225","0.420977","0","0.065189","0.088","0.182","0.0828474834561348","0.008784774780273438","0.09699999809265136","0.34599998474121096","0.28899999618530275","0.37","0.125","0.17","0.15199999809265136","0.15800000190734864","0.458","0.708","0.454","1","null","0","null","0","null","0","null","0"
"35117","Mount Olive","AL","1","CHRIST HEALTH CENTER, INC.","5478","955","29","0.0303664921","0.0052939029","0.0306122449","0.0155807365","0.0015412278","-0.216216216","9999","29","-0.2","9999","0","9999","-0.454545455","9999","926","380","695","3887","5449","0.4137931034","12","0.3793103448","11","0.2068965517","6","0.06462212","0.1743337","0.06827309","0.00930997","0.05129609","0.00127784","0","0","0","0.94103687","0.006","0.0785413745","392","0.2288401254","0.1632047478","0.1414546183","706","0.0143678161","-0.12946979","0.7800040072","3893","-0.056699782","-0.034234681","0.0464183381","0.099117175","0.221","0.182","0.595","0.1836436656","0.36339","0","0.078886","0.081","0.163","0.08622390031814575","0.008775325317382813","0.095","0.34299999237060547","0.28600000381469726","0.37099998474121093","0.125","0.17399999618530274","0.15399999618530275","0.15800000190734864","0.547","0.547","0.085","1","null","0","null","0","null","0","null","0"
"35118","Mulga","AL","4","CAHABA MEDICAL CARE FOUNDATION","3467","1246","132","0.1059390048","0.0380732622","0.16875","0.0946166395","0.0092980009","0.147826087","0.5348837209","46","0.6875","1.0769230769","-0.033333333","0.2083333333","-0.130434783","0.6666666667","1114","266","555","2131","3335","0.4090909091","54","0.4393939394","58","0.1515151515","20","0.14066647","0.36744323","0.19411595","0.0196135","0.1220075","0.00317277","0.001731","0","0","0.80674935","0.048","0.1037613489","320","0.0031347962","0.3559322034","0.198767834","613","0.1084990958","0.4189814815","0.6974708171","2151","-0.065189048","0.0513196481","0.1404605263","0.2000692281","0.229","0.183","0.582","0.1895010095","0.53787","0","0.150265","0.083","0.279","0.08681249618530273","0.009010797119140625","0.11","0.37799999237060544","0.29700000762939455","0.36900001525878906","0.125","0.16700000762939454","0.14199999809265137","0.155","0.727","0.927","0.265","0.4772727273","CAPSTONE RURAL HEALTH CENTER","0.25","CHRIST HEALTH CENTER, INC.","0.1363636364","ALABAMA REGIONAL MEDICAL SERVICES","0.1363636364","null","0"
"35119","New Castle","AL","0","null","282","134","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","134","8","20","76","282","0","0","0","0","0","0","0.4751773","0.4751773","1","0","1","0","0","0","0","0","0","0.0769230769","8","0.1428571429","0.1428571429","0.1923076923","20","0.1764705882","0.0526315789","0.7307692308","76","-0.105882353","-0.105882353","0.0888030888","0.2","0.259","0.259","0.642","0.0992907801","0.808612","0","0.516746","0","0.325","0.09098954498767853","0.00874013916015625","0.14800000190734863","0.45299999237060545","0.34700000762939454","0.3679999923706055","0.13699999809265137","0.16100000381469726","0.11899999618530273","0.15399999618530275","0","0","1","0","null","0","null","0","null","0","null","0"
"35120","Odenville","AL","4","CHRIST HEALTH CENTER, INC.","14424","4136","388","0.0938104449","0.0268996118","0.2259450172","0.0406917599","0.0041039672","0.1279069767","0.4752851711","125","0.3084577114","0.4371584699","-0.101123596","0.7777777778","-0.166666667","0.2857142857","3748","901","1886","10920","14036","0.6778350515","263","0.206185567","80","0.1159793814","45","0.07074157","0.28826317","0.19079312","0.05234332","0.12978369","0.00277316","0","0","0","0.83215474","0.009","0.0825824761","1164","-0.218267293","0.1160115053","0.1394820858","1966","0.263496144","0.1571512655","0.7779354381","10965","0.0122784343","0.01716141","0.0262540021","0.0841037204","0.257","0.187","0.631","0.1114808652","0.363262","0.0118159204","0.141827","0.084","0.172","0.08875112235546112","0.0090173583984375","0.12199999809265137","0.3970000076293945","0.35400001525878905","0.2520000076293945","0.15199999809265136","0.20100000381469726","0.13899999618530273","0.20399999618530273","0.255","0.577","0.612","0.5360824742","QUALITY OF LIFE HEALTH SERVICES, INC.","0.3969072165","CAHABA MEDICAL CARE FOUNDATION","0.0335051546","ALABAMA REGIONAL MEDICAL SERVICES","0.0335051546","null","0"
"35121","Oneonta","AL","2","QUALITY OF LIFE HEALTH SERVICES, INC.","16123","6426","1193","0.1856520386","0.0739936736","0.6992429456","0.0375","0.0079330101","0.0355902778","0.1046296296","113","0.0995670996","0.1611428571","-0.280991736","-0.186915888","-0.158878505","-0.081632653","5233","437","2233","11255","14930","0.8516345348","1016","0.0729253982","87","0.0754400671","90","0.16145866","0.40896073","0.21608882","0.14941388","0.0318179","0.00235688","0.000372","0","0","0.92333933","0.02","0.0961105966","1453","-0.16108545","0.0691685063","0.1534594523","2320","0.1971104231","0.0224768621","0.7504299511","11345","-0.005173623","-0.022656788","0.0451834565","0.0601657023","0.234","0.166","0.561","0.2053588042","0.540125","0.0157964749","0.266733","0.061","0.147","0.07382231950759888","0.008207891235351563","0.12300000190734864","0.3990000152587891","0.34299999237060547","0.465","0.15800000190734864","0.21100000381469727","0.135","0.20299999237060548","0.379","0.558","0.578","0.9413243923","CHRIST HEALTH CENTER, INC.","0.0586756077","null","0","null","0","null","0"
"35124","Pelham","AL","3","CHRIST HEALTH CENTER, INC.","24387","4595","404","0.087921654","0.0165662033","0.1831591887","0.0306021718","0.0021634379","0.1988130564","0.5187969925","138","0.2163265306","0.5204081633","0.3191489362","0.55","-0.022222222","0.4666666667","4191","1329","1964","20294","23983","0.7376237624","298","0.1534653465","62","0.1089108911","44","0.05846343","0.18878389","0.24476155","0.12268832","0.09587075","0.0202977","0.004552","0","0","0.81043179","0.012","0.0678170981","1627","-0.037278107","0.1236187845","0.0844483348","2026","0.1683967705","-0.088618983","0.8477345671","20338","-0.027820268","-0.029397728","-0.002086914","-0.006437156","0.222","0.167","0.625","0.1531143642","0.335706","0.0363180964","0.06712","0.07","0.105","0.06218419596552849","0.0059375830078125","0.09899999618530274","0.32599998474121095","0.3220000076293945","0.14800000190734863","0.18899999618530272","0.2589999961853027","0.15100000381469728","0.16100000381469726","0.267","0.459","0.555","0.4777227723","ALABAMA REGIONAL MEDICAL SERVICES","0.2797029703","CAHABA MEDICAL CARE FOUNDATION","0.2425742574","null","0","null","0"
"35125","Pell City","AL","2","QUALITY OF LIFE HEALTH SERVICES, INC.","9931","3575","449","0.1255944056","0.0452119625","0.347985348","0.0213776722","0.0039980615","0.2301369863","0.3524096386","117","0.3620071685","0.3768115942","-0.162790698","0.125","-0.23255814","0.375","3126","712","1648","8221","9482","0.846325167","380","0.0801781737","36","0.0734966592","33","0.15986849","0.3673071","0.07109052","0","0.06081966","0.00694794","0","0","0","0.92890948","0.003","0.0990027199","1092","-0.230443975","0.0139275766","0.152674524","1684","0.1743375174","0.0318627451","0.7483227561","8254","0.0479939055","0.0609254499","-0.092313317","-0.047111879","0.18","0.119","0.623","0.197059712","0.482548","0.0039072039","0.225218","0.106","0.258","0.0884988084435463","0.00960442138671875","0.13399999618530273","0.42400001525878905","0.34900001525878904","0.25","0.14899999618530274","0.19899999618530273","0.13399999618530273","0.195","0.556","0.788","0.444","0.8173719376","CHRIST HEALTH CENTER, INC.","0.1826280624","null","0","null","0","null","0"
"35126","Clay","AL","4","CHRIST HEALTH CENTER, INC.","20749","5204","1090","0.2094542659","0.0525326522","0.2642395772","0.1407242694","0.0123634994","0.2899408284","1.339055794","624","0.5845070423","1.2613065327","0.2478873239","1.6058823529","-0.04368932","1.0309278351","4114","1253","2705","15737","19659","0.4128440367","450","0.4064220183","443","0.180733945","197","0.10497318","0.25151032","0.29283339","0.02057931","0.25885585","0.00332546","0.000819","0","0","0.71945636","0.013","0.0819340871","1703","0.2242990654","0.242159008","0.1514553765","3148","0.1335974073","0.0151564012","0.7666105364","15934","-0.042485428","-0.065618953","-0.00364946","-0.045013117","0.207","0.159","0.63","0.1628030267","0.410328","0.0099180111","0.087655","0.095","0.19","0.09085854142904282","0.008945094604492188","0.09699999809265136","0.33799999237060546","0.30200000762939455","0.3729999923706055","0.14600000381469727","0.19200000762939454","0.15199999809265136","0.17200000762939452","0.321","0.514","0.424","0.8339449541","QUALITY OF LIFE HEALTH SERVICES, INC.","0.0908256881","ALABAMA REGIONAL MEDICAL SERVICES","0.0504587156","CAHABA MEDICAL CARE FOUNDATION","0.0247706422","null","0"
"35127","Pleasant Grove","AL","3","CAHABA MEDICAL CARE FOUNDATION","9651","1238","220","0.1777059774","0.0227955652","0.1102257636","0.0764119601","0.009518477","0.2429378531","0.746031746","94","0.1690140845","0.5660377358","0.4375","0.4680851064","0.1724137931","1.6153846154","1018","670","834","7076","9431","0.3772727273","83","0.3136363636","69","0.3090909091","68","0.04181626","0.13072862","0.58273754","0.00569889","0.56781681","0.00072531","0","0","0","0.42213242","0.009","0.0855681818","753","-0.158659218","0.0026631158","0.1026136364","903","-0.296180826","-0.315390447","0.8118181818","7144","-0.164053358","-0.026039536","-0.052430044","-0.056044601","0.193","0.164","0.621","0.185991089","0.402258","0","0.066888","0.129","0.209","0.11981720477342606","0.009506057739257813","0.11699999809265137","0.40400001525878904","0.3290000152587891","0.36900001525878906","0.145","0.17700000762939452","0.13199999809265137","0.16100000381469726","0.231","0.255","0.415","0.5954545455","CHRIST HEALTH CENTER, INC.","0.25","ALABAMA REGIONAL MEDICAL SERVICES","0.1545454545","null","0","null","0"
"35128","Pell City","AL","2","QUALITY OF LIFE HEALTH SERVICES, INC.","10573","3090","130","0.0420711974","0.0122954696","0.0855263158","0.0180685358","0.001170412","-0.182389937","-0.051094891","-7","-0.157407407","-0.157407407","0.2608695652","2.2222222222","-0.642857143","-0.5","2960","973","1576","8534","10443","0.7","91","0.2230769231","29","0.0769230769","10","0.14139013","0.29381002","0.13383146","0.01588953","0.08275797","0.02109146","0","0","0","0.87647782","0.015","0.09488986","1064","-0.181538462","0.0555555556","0.1431374298","1605","0.137491141","-0.031966224","0.7619727102","8544","0.04284145","0.0379008746","-0.007323256","-0.053954903","0.214","0.145","0.586","0.1990920269","0.442039","0","0.134891","0.071","0.193","0.08945272117853165","0.009334683227539062","0.16200000762939454","0.47099998474121096","0.34900001525878904","0.24899999618530275","0.13699999809265137","0.17299999237060548","0.11399999618530274","0.18","0.419","0.678","0.452","0.7307692308","CHRIST HEALTH CENTER, INC.","0.2692307692","null","0","null","0","null","0"
"35130","Burnwell","AL","5","CAPSTONE RURAL HEALTH CENTER","2925","1211","286","0.2361684558","0.0977777778","0.3064066852","0.2141280353","0.0404092072","0.3179723502","0.5294117647","99","0.4285714286","0.5714285714","0.2763157895","0.3287671233","0.234375","0.7954545455","925","249","356","1876","2639","0.3846153846","110","0.3391608392","97","0.2762237762","79","0.2","0.41401709","0.10940171","0","0.08068376","0","0.002735","0","0","0.89059829","0.026","0.1297434044","359","0.0558823529","0.4133858268","0.163715215","453","-0.213541667","-0.081135903","0.7065413806","1955","-0.035044423","-0.061900192","0.0114107884","0.0034305317","0.217","0.186","0.557","0.225982906","0.577176","0","0.258741","0.065","0.368","0.09303192794322968","0.011392308349609375","0.16700000762939454","0.46799999237060547","0.32","0.405","0.12","0.15","0.11699999809265137","0.16100000381469726","0.629","0.881","0.355","0.7132867133","WHATLEY HEALTH SERVICES, INC","0.1328671329","CAHABA MEDICAL CARE FOUNDATION","0.0594405594","ALABAMA REGIONAL MEDICAL SERVICES","0.048951049","CHRIST HEALTH CENTER, INC.","0.0454545455"
"35131","Ragland","AL","2","QUALITY OF LIFE HEALTH SERVICES, INC.","4696","2126","167","0.07855127","0.0355621806","0.4042553191","0.0144","0.0019132653","-0.077348066","0.0182926829","3","0.0201342282","0.0780141844","-0.4375","-0.25","-0.625","-0.454545455","1959","224","616","3130","4529","0.9101796407","152","0.0538922156","9","0.0359281437","6","0.14743866","0.45759793","0.07921635","0.00191652","0.05621806","0.00085179","0.001917","0","0","0.92078365","0.018","0.0908871163","376","-0.175438596","-0.015706806","0.1510756587","625","0.220703125","0.0575296108","0.758037225","3136","0.0057729314","-0.012905257","0.0840258541","0.1557962097","0.264","0.183","0.609","0.1271294719","0.528591","0.005988024","0.228041","0.101","0.297","0.08665008842945099","0.009518424682617188","0.135","0.4379999923706055","0.32799999237060545","0.24799999237060547","0.12800000190734864","0.17799999237060546","0.13","0.17799999237060546","0.614","0.707","0.323","0.9161676647","CHRIST HEALTH CENTER, INC.","0.0838323353","null","0","null","0","null","0"
"35133","Remlap","AL","2","QUALITY OF LIFE HEALTH SERVICES, INC.","3222","1154","151","0.1308492201","0.0468653011","0.25","0.0561797753","0.004980434","-0.151685393","0.0342465753","5","-0.120689655","-0.055555556","-0.054054054","0.5217391304","-0.44","-0.066666667","1003","306","588","2797","3071","0.6754966887","102","0.2317880795","35","0.0927152318","14","0.12257661","0.36085053","0.04717567","0.01396648","0.01862197","0.01458721","0","0","0","0.96679081","0","0.1061946903","408","-0.196850394","0.0434782609","0.1621551275","623","0.2027027027","0.0595238095","0.7316501822","2811","-0.023958333","-0.062062062","-0.126829268","-0.02126367","0.243","0.166","0.567","0.1893234016","0.535613","0","0.130247","0.078","0.222","0.07815933972597122","0.00946705810546875","0.13800000190734862","0.425","0.35700000762939454","0.46099998474121096","0.15300000190734864","0.195","0.12699999809265136","0.22200000762939454","0.415","1","0.585","0.5629139073","CHRIST HEALTH CENTER, INC.","0.4370860927","null","0","null","0","null","0"
"35135","Riverside","AL","1","QUALITY OF LIFE HEALTH SERVICES, INC.","2514","938","55","0.0586353945","0.0218774861","0.2371134021","0.0188679245","0.0021141649","0.8965517241","0.8333333333","25","0.9166666667","0.9166666667","0.5","0.5","2","0.5","883","148","312","1416","2459","0.8363636364","46","0.1090909091","6","0.0545454545","3","0.11797529","0.37385413","0.27486078","0.01471758","0.17700875","0.05648369","0","0","0","0.73349244","0.033","0.1004660798","194","-0.198347107","0.0319148936","0.1646815122","318","0.2519685039","0.1197183099","0.7348524081","1419","0.0305010893","0.093220339","0.1813909774","0.2526158445","0.273","0.181","0.623","0.1046141607","0.314301","0","0.102486","0.076","0.167","0.07622683793306351","0.008018093872070312","0.13399999618530273","0.445","0.35400001525878905","0.25","0.13600000381469726","0.17700000762939452","0.13300000190734862","0.195","0.169","0.169","0.759","1","null","0","null","0","null","0","null","0"
"35136","Rockford","AL","1","ALTAPOINTE HEALTH SYSTEMS, INC.","2197","873","25","0.0286368843","0.0113791534","0.015037594","0.0238095238","0.0125091979","9999","1.2727272727","14","9999","-0.818181818","9999","9999","9999","9999","848","131","246","1342","2172","0.08","2","0.24","6","0.68","17","0.18056872","0.41374408","0.21119709","0.01001365","0.1975421","0","0.004096","0","0","0.7983614","0","0.0762614679","133","-0.269230769","-0.16875","0.1444954128","252","-0.007874016","0.1886792453","0.7792431193","1359","0.0898155573","0.0683962264","0.0582851638","0.1430801249","0.193","0.145","0.599","0.2084660901","0.521502","0","0.128725","0.144","0.183","0.0680907666683197","0.0102759423828125","0.13600000381469726","0.4490000152587891","0.3220000076293945","0.30700000762939456","0.13600000381469726","0.16600000381469726","0.12600000381469725","0.18700000762939453","0.626","0.681","0.374","1","null","0","null","0","null","0","null","0"
"35139","Sayre","AL","0","null","161","130","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","130","11","19","100","161","0","0","0","0","0","0","0.47204969","0.80745342","0.34782609","0","0","0","0","0","0","0.65217391","0.348","0.0846153846","11","0.2222222222","0.2222222222","0.1461538462","19","-0.095238095","-0.269230769","0.7692307692","100","-0.065420561","-0.038461538","-0.052941176","0.0878378378","0","0","0.87","0.1304347826","0.732919","0","0.629921","0","0.422","0.07921645045280457","0.008660211181640625","0.09","0.33599998474121096","0.2979999923706055","0.37099998474121093","0.12899999618530272","0.175","0.15800000190734864","0.16700000762939454","0.563","0.563","0.437","0","null","0","null","0","null","0","null","0"
"35143","Shelby","AL","1","HEALTH SERVICES, INC.","2880","661","14","0.0211800303","0.0048611111","0.0168067227","0.04","0.00078125","9999","0.2727272727","3","9999","-0.2","9999","1","9999","0","647","234","192","2558","2866","0.2857142857","4","0.5714285714","8","0.1428571429","2","0.05694444","0.22951389","0.07083333","0","0.04791667","0.00520833","0.011111","0","0","0.92916667","0.007","0.0793862575","238","-0.0703125","-0.081081081","0.0667111408","200","-0.356913183","-0.565217391","0.8539026017","2560","-0.011201236","0.0142630745","-0.095193214","-0.124620061","0.172","0.142","0.664","0.1638888889","0.429742","0","0.124891","0.112","0.244","0.06537207961082458","0.0066139801025390625","0.09100000381469726","0.34799999237060547","0.34","0.145","0.16600000381469726","0.20899999618530274","0.155","0.20600000381469727","0.75","0.75","0.154","1","null","0","null","0","null","0","null","0"
"35146","Springville","AL","2","CHRIST HEALTH CENTER, INC.","11175","1729","182","0.1052631579","0.0162863535","0.1171786121","0.0341701534","0.0033726813","-0.021505376","0.1304347826","21","-0.019047619","0.03","0.0425531915","0.4","-0.117647059","0.1538461538","1547","776","1385","8865","10993","0.5659340659","103","0.2692307692","49","0.1648351648","30","0.0862597","0.17650061","0.11767338","0.00196868","0.09744966","0","0.007875","0","0","0.8842953","0.01","0.0784261242","879","-0.2066787","0.1015037594","0.1279443255","1434","0.1900414938","0.1792763158","0.7936295503","8895","0.0157588215","0.0058803573","-0.058550969","-0.080927708","0.212","0.19","0.609","0.1785234899","0.511999","0.0062874251","0.158945","0.103","0.179","0.08757971972227097","0.009300338134765626","0.12800000190734864","0.4159999847412109","0.365","0.2670000076293945","0.15100000381469728","0.20299999237060548","0.145","0.20700000762939452","0.883","0.883","0.04","0.6703296703","QUALITY OF LIFE HEALTH SERVICES, INC.","0.3296703297","null","0","null","0","null","0"
"35147","Sterrett","AL","1","CHRIST HEALTH CENTER, INC.","6022","1304","32","0.0245398773","0.0053138492","0.0696629213","0","0.000184196","1.1333333333","1","16","2.4444444444","2.4444444444","-1","-1","-0.75","-0.8","1272","414","570","5428","5990","0.96875","31","0","0","0.03125","1","0.04650775","0.21736956","0.13151777","0.02225174","0.07638658","0.00963135","0.000498","0","0","0.87861176","0.02","0.0690564867","445","0.0774818402","0.4495114007","0.0884543762","570","0.3868613139","0.2895927602","0.8424891372","5429","-0.006223687","0.0149560666","-0.0118149","0.0186062246","0.254","0.151","0.593","0.1532713384","0.339874","0.008189263","0.10694","0.07","0.142","0.0639992281794548","0.006475702514648437","0.075","0.3160000038146973","0.32299999237060545","0.15100000381469728","0.13699999809265137","0.18899999618530272","0.17200000762939452","0.17299999237060548","0.188","0.624","0.6","1","null","0","null","0","null","0","null","0"
"35148","Sumiton","AL","2","CAPSTONE RURAL HEALTH CENTER","2183","798","140","0.1754385965","0.0641319285","0.1766304348","0.0698795181","0.0257414661","0.2389380531","0.2962962963","32","0.1818181818","0.2745098039","0","-0.033333333","0.5862068966","0.7037037037","658","303","386","1741","2043","0.4642857143","65","0.2071428571","29","0.3285714286","46","0.19782814","0.37677054","0.12505726","0.00778745","0.10169492","0","0","0","0","0.88273019","0.016","0.1431906615","368","0.1608832808","0.6502242152","0.1614785992","415","-0.187866928","-0.09978308","0.6953307393","1787","-0.035617917","-0.08499744","-0.106792144","-0.164881408","0.209","0.155","0.562","0.2295006871","0.525452","0","0.152722","0.107","0.272","0.10067927837371826","0.012871214599609375","0.19299999237060547","0.4979999923706055","0.3629999923706055","0.4259999847412109","0.13899999618530273","0.15800000190734864","0.11","0.21200000762939453","0.346","0.529","0.397","0.5857142857","WHATLEY HEALTH SERVICES, INC","0.4142857143","null","0","null","0","null","0"
"35149","Sycamore","AL","1","QUALITY OF LIFE HEALTH SERVICES, INC.","251","39","27","0.6923076923","0.1075697211","0.3392857143","0.0317460317","0.0090702948","0.08","0.125","3","0.0555555556","0.1176470588","-0.2","-0.2","1","1","12","37","122","437","224","0.7037037037","19","0.1481481481","4","0.1481481481","4","0.15537849","0.15537849","0.4063745","0","0.4063745","0","0","0","0","0.5936255","0","0.0898876404","56","-0.2","-0.081967213","0.202247191","126","0","-0.015625","0.7078651685","441","-0.026490066","-0.063694268","-0.392251816","-0.490872211","0","0","0.892","0.1075697211","0.262948","0","0.08284","0.131","0.343","0.10785495489835739","0.01052960205078125","0.10800000190734864","0.37099998474121093","0.4159999847412109","0.3089999961853027","0.24100000381469727","0.23299999237060548","0.12800000190734864","0.27899999618530275","0","0","1","1","null","0","null","0","null","0","null","0"
